,기업명,휴폐업발생일자,휴폐업1년전날짜
5498,"""대상기전""",2021.12.01,2020.12.01
5499,"""스마트캐노피""",2021.11.11,2020.11.11
5500,"""행복한시간""",2020.09.30,2019.09.30
5501,"""나노큐앤티""",2022.03.31,2021.03.31
5502,"""상보""",2020.12.31,2019.12.31
5503,"""파이어니""",2020.12.10,2019.12.10
5504,"""현대중공업건설기계진주판매""",2020.12.31,2019.12.31
5505,"""성지티앤엠""",2019.02.25,2018.02.25
5506,"""케이엔제이미트""",2021.12.31,2020.12.31
5507,"""한국대농농업""",2020.10.06,2019.10.06
5508,"""세교텍""",2021.12.30,2020.12.30
5509,"""정우씨앤디""",2022.07.01,2021.07.01
5510,"""아이노리""",2021.07.31,2020.07.31
5511,"""대신밸런스제4호기업인수목적""",2020.01.06,2019.01.06
5512,"""스타릭스""",2022.01.10,2021.01.10
5513,"""마스턴제22호에스비7피에프브이""",2019.11.20,2018.11.20
5514,"""마스턴제21호에스비9피에프브이""",2019.11.20,2018.11.20
5515,"""비케이건설산업""",2022.07.21,2021.07.21
5516,"""아성수출포장""",2020.12.31,2019.12.31
5517,"""이너링크랩""",2021.03.31,2020.03.31
5518,"""신대덕시스템""",2021.12.31,2020.12.31
5519,"""예원개발""",2021.10.07,2020.10.07
5520,"""성광포장산업""",2021.08.18,2020.08.18
5521,"""엔케이합금메탈""",2021.04.05,2020.04.05
5522,"""엔케이합금메탈""",2020.11.27,2019.11.27
5523,"""에이치엠""",2020.06.01,2019.06.01
5524,"""코웍시스""",2022.03.23,2021.03.23
5525,"""대정기계(주)음성지점""",2020.09.14,2019.09.14
5526,"""다드림식자재유통""",2022.05.12,2021.05.12
5527,"""엔에프씨""",2022.05.03,2021.05.03
5528,"""농업회사법인과일뱅크""",2021.12.07,2020.12.07
5529,"""포원""",2021.07.31,2020.07.31
5530,"""호재종합건설""",2021.05.31,2020.05.31
5531,"""글로벌라이프플랫폼""",2022.06.30,2021.06.30
5532,"""맥스코프""",2021.08.11,2020.08.11
5533,"""깃플""",2021.09.01,2020.09.01
5534,"""베인베""",2021.04.01,2020.04.01
5535,"""더불어산림""",2020.12.31,2019.12.31
5536,"""피씨퍼니처""",2020.12.03,2019.12.03
5537,"""퓨처네이처""",2020.09.01,2019.09.01
5538,"""티원엘이디""",2019.12.31,2018.12.31
5539,"""바인인터내셔날리김밥부산롯데본점""",2021.04.30,2020.04.30
5540,"""유항패키지""",2021.06.14,2020.06.14
5541,"""네오캡""",2021.12.31,2020.12.31
5542,"""브루킹스하이츠밀""",2019.12.31,2018.12.31
5543,"""팬아시아세미컨덕터서비스""",2022.07.28,2021.07.28
5544,"""동방성덕코리아""",2021.11.01,2020.11.01
5545,"""한성씨티""",2020.12.31,2019.12.31
5546,"""삼인푸드""",2020.07.31,2019.07.31
5547,"""제이에스데코""",2022.06.22,2021.06.22
5548,"""대영건설""",2020.08.27,2019.08.27
5549,"""디섹로지스틱스""",2020.02.29,2019.02.28
5550,"""세원산업청주지점""",2019.03.31,2018.03.31
5551,"""그린로터스""",2021.03.31,2020.03.31
5552,"""말랑""",2021.01.01,2020.01.01
5553,"""한화에이스기업인수목적3호""",2020.03.24,2019.03.24
5554,"""국제콤프레셔""",2021.12.31,2020.12.31
5555,"""사라""",2021.05.31,2020.05.31
5556,"""더패브릭""",2020.02.11,2019.02.11
5557,"""토탈환경""",2020.12.15,2019.12.15
5558,"""시영종합건설""",2021.11.30,2020.11.30
5559,"""케이제이하이테크""",2020.07.27,2019.07.27
5560,"""온리투어""",2020.11.20,2019.11.20
5561,"""신성산업개발""",2021.06.14,2020.06.14
5562,"""신성산업개발""",2020.09.02,2019.09.02
5563,"""에이치피피포천공장""",2019.09.30,2018.09.30
5564,"""와이케이동그라미레피리움마포지점""",2021.12.15,2020.12.15
5565,"""일승""",2020.10.27,2019.10.27
5566,"""빛과소리""",2022.02.28,2021.02.28
5567,"""재이앤제이""",2019.06.04,2018.06.04
5568,"""비젼종합관리""",2022.07.25,2021.07.25
5569,"""동인인터내셔날""",2021.12.30,2020.12.30
5570,"""호연이엔지""",2019.04.10,2018.04.10
5571,"""김포한강주택위탁관리부동산투자회""",2019.12.04,2018.12.04
5572,"""인화푸드""",2021.10.01,2020.10.01
5573,"""경인산업""",2020.12.01,2019.12.01
5574,"""삼진식품""",2020.08.13,2019.08.13
5575,"""우드맥스""",2019.08.01,2018.08.01
5576,"""갑인정보기술""",2021.07.31,2020.07.31
5577,"""강인""",2021.12.31,2020.12.31
5578,"""오하바이오텍""",2021.12.31,2020.12.31
5579,"""성광에어테크""",2020.07.25,2019.07.25
5580,"""비젠""",2021.07.05,2020.07.05
5581,"""넥스플레이""",2021.07.30,2020.07.30
5582,"""씨앤씨해운""",2019.12.10,2018.12.10
5583,"""남경엔종합건설""",2022.03.31,2021.03.31
5584,"""글로벌스틸""",2019.08.12,2018.08.12
5585,"""쌀알""",2021.04.19,2020.04.19
5586,"""한일페이퍼""",2021.04.29,2020.04.29
5587,"""범양공조산업(주)화성지점""",2020.12.31,2019.12.31
5588,"""에이피알패션""",2021.07.12,2020.07.12
5589,"""미래에셋대우기업인수목적1호""",2020.04.13,2019.04.13
5590,"""태거스""",2022.05.06,2021.05.06
5591,"""명품세탁""",2022.06.02,2021.06.02
5592,"""제이비지트레이딩""",2020.10.26,2019.10.26
5593,"""테바""",2021.05.18,2020.05.18
5594,"""아이비엠이노베이션""",2022.04.30,2021.04.30
5595,"""나목문화재보존""",2020.11.18,2019.11.18
5596,"""두양테크""",2020.08.17,2019.08.17
5597,"""영광산업""",2022.02.28,2021.02.28
5598,"""뉴트럴펀드""",2021.09.30,2020.09.30
5599,"""윈스""",2021.11.30,2020.11.30
5600,"""베리잼컴퍼니""",2020.03.05,2019.03.05
5601,"""대륜엘리스""",2022.06.09,2021.06.09
5602,"""엠엠엘에이시시""",2021.06.30,2020.06.30
5603,"""와이케이동그라미안양지점""",2021.12.15,2020.12.15
5604,"""대명국제여행사""",2020.12.31,2019.12.31
5605,"""준연테크""",2021.12.31,2020.12.31
5606,"""밀스톤""",2019.12.31,2018.12.31
5607,"""미래씨앤씨""",2019.12.31,2018.12.31
5608,"""삼주""",2022.07.31,2021.07.31
5609,"""한호""",2020.04.28,2019.04.28
5610,"""대신방재시스템""",2020.08.24,2019.08.24
5611,"""케이엘바이오""",2021.12.25,2020.12.25
5612,"""해밀코퍼레이션""",2020.06.30,2019.06.30
5613,"""더이후""",2021.08.31,2020.08.31
5614,"""큐링""",2022.01.10,2021.01.10
5615,"""마게바이앤씨""",2022.05.31,2021.05.31
5616,"""타일런트스타""",2022.05.31,2021.05.31
5617,"""에버그린이엔지""",2020.12.31,2019.12.31
5618,"""한울엠티에스""",2020.12.31,2019.12.31
5619,"""삼광솔라""",2020.11.26,2019.11.26
5620,"""다이아몬드스타""",2021.04.30,2020.04.30
5621,"""케이씨글로벌홀딩스""",2019.09.30,2018.09.30
5622,"""케이알솔라""",2021.11.23,2020.11.23
5623,"""루미너스""",2022.01.25,2021.01.25
5624,"""프라임넘버투""",2020.01.31,2019.01.31
5625,"""가평상사""",2021.12.31,2020.12.31
5626,"""목동피에프브이""",2021.07.13,2020.07.13
5627,"""한국블록체인""",2022.02.16,2021.02.16
5628,"""트러스에이제11호위탁관리부동산투자회사""",2020.01.31,2019.01.31
5629,"""오토이글로벌""",2020.12.31,2019.12.31
5630,"""닥터워런티""",2020.06.12,2019.06.12
5631,"""지에이치씨""",2022.03.31,2021.03.31
5632,"""다세움건설""",2020.12.31,2019.12.31
5633,"""자임푸드""",2021.12.29,2020.12.29
5634,"""더내추럴코스메틱""",2021.05.14,2020.05.14
5635,"""골든베이""",2021.12.31,2020.12.31
5636,"""성일수산""",2021.07.12,2020.07.12
5637,"""크로바시스템""",2021.06.24,2020.06.24
5638,"""경남항노화""",2021.07.30,2020.07.30
5639,"""우노디앤씨""",2021.12.31,2020.12.31
5640,"""리비노""",2021.12.31,2020.12.31
5641,"""설록삼""",2020.07.06,2019.07.06
5642,"""미앤산업""",2020.06.30,2019.06.30
5643,"""코람코가치부가형리테일제3호위탁관리자부동산투자회사""",2021.08.26,2020.08.26
5644,"""코어다""",2022.06.14,2021.06.14
5645,"""지원플렉스""",2021.09.30,2020.09.30
5646,"""스마트원""",2020.12.31,2019.12.31
5647,"""비에스바이오테크""",2021.05.18,2020.05.18
5648,"""건양테크""",2022.06.15,2021.06.15
5649,"""좋은일컴퍼니""",2020.10.26,2019.10.26
5650,"""사회혁신교육원 협동조합""",2021.09.08,2020.09.08
5651,"""제이와이에이치이펙트""",2020.10.31,2019.10.31
5652,"""피케이풍력""",2021.02.16,2020.02.16
5653,"""대성엔지니어링""",2022.05.17,2021.05.17
5654,"""욱빈아이디종합건설""",2022.05.31,2021.05.31
5655,"""벅스박스""",2021.03.12,2020.03.12
5656,"""기륭이엔지""",2022.03.31,2021.03.31
5657,"""케이터링서비스파트너""",2020.11.03,2019.11.03
5658,"""코크렙제40호기업구조조정부동산투자회사""",2022.06.30,2021.06.30
5659,"""히어로네이션""",2022.01.28,2021.01.28
5660,"""비앤엔코스메틱스""",2021.07.01,2020.07.01
5661,"""아이디컴퍼니""",2021.06.30,2020.06.30
5662,"""스마트파워솔루션""",2021.01.31,2020.01.31
5663,"""엠에이치파트너스""",2021.10.25,2020.10.25
5664,"""화인텍피앤씨""",2019.11.29,2018.11.29
5665,"""에듀십컨설팅""",2022.04.30,2021.04.30
5666,"""미래우드""",2021.12.30,2020.12.30
5667,"""휴잇""",2020.07.31,2019.07.31
5668,"""코비카""",2022.04.02,2021.04.02
5669,"""케이비김포로지스틱스기업구조조정부동산투자회사""",2020.01.14,2019.01.14
5670,"""더조은컨설팅""",2022.07.31,2021.07.31
5671,"""동광명품도어비산공장""",2022.04.30,2021.04.30
5672,"""비원테크""",2020.02.14,2019.02.14
5673,"""맥스틸""",2022.06.29,2021.06.29
5674,"""경성알엔티""",2021.12.31,2020.12.31
5675,"""꼼바어페럴""",2020.12.31,2019.12.31
5676,"""윤진메디칼""",2021.03.31,2020.03.31
5677,"""건일설비배관""",2019.07.30,2018.07.30
5678,"""세종건설산업""",2020.10.31,2019.10.31
5679,"""다원산업""",2019.03.31,2018.03.31
5680,"""혜원이엔지""",2020.04.06,2019.04.06
5681,"""제이디건설""",2021.12.31,2020.12.31
5682,"""상원시스템""",2020.04.30,2019.04.30
5683,"""마시짐송도트리플스트리트점""",2020.10.31,2019.10.31
5684,"""한국뷔르트(주)하남""",2019.06.30,2018.06.30
5685,"""링코제일경주한수원점""",2020.12.31,2019.12.31
5686,"""케이에코텍""",2020.10.06,2019.10.06
5687,"""와이티티""",2020.06.23,2019.06.23
5688,"""저전메탈""",2021.05.25,2020.05.25
5689,"""세라크라""",2021.01.31,2020.01.31
5690,"""드림컴퍼니""",2021.03.31,2020.03.31
5691,"""하나비엠에스""",2022.06.27,2021.06.27
5692,"""대한사업(주)부산공장""",2021.03.31,2020.03.31
5693,"""엘리움산업개발""",2021.02.05,2020.02.05
5694,"""써니스마트제육차""",2020.12.16,2019.12.16
5695,"""큐나인트레이딩""",2020.10.05,2019.10.05
5696,"""글로넷트랜스""",2019.07.04,2018.07.04
5697,"""새롬디자인""",2021.12.27,2020.12.27
5698,"""김포양곡주택위탁관리부동산투자회사""",2021.06.25,2020.06.25
5699,"""픽스톤""",2021.03.31,2020.03.31
5700,"""들과산""",2021.11.24,2020.11.24
5701,"""산들약품""",2021.12.20,2020.12.20
5702,"""삼손""",2021.12.10,2020.12.10
5703,"""세양""",2019.08.29,2018.08.29
5704,"""에스와이이엔지""",2019.12.11,2018.12.11
5705,"""와이에이치홀딩스""",2019.12.27,2018.12.27
5706,"""스페이스캔버스""",2020.06.29,2019.06.29
5707,"""발드르코리아""",2021.06.18,2020.06.18
5708,"""뉴스큐브""",2021.08.31,2020.08.31
5709,"""큐피엠""",2021.06.30,2020.06.30
5710,"""다경모터스""",2020.10.31,2019.10.31
5711,"""태성공업""",2020.07.31,2019.07.31
5712,"""리움건설""",2022.07.18,2021.07.18
5713,"""동우스틸""",2021.02.28,2020.02.28
5714,"""제이제이에프""",2020.12.31,2019.12.31
5715,"""성림개발""",2021.06.02,2020.06.02
5716,"""모악엔지니어링고흥지점""",2019.06.30,2018.06.30
5717,"""디에이치종합개발""",2021.05.31,2020.05.31
5718,"""베어인더주피에프브이""",2020.06.02,2019.06.02
5719,"""코람코가치부가형리테일제4호위탁관리자부동산투자회사""",2021.10.19,2020.10.19
5720,"""신성티엔""",2021.12.31,2020.12.31
5721,"""리프이엔지""",2021.03.02,2020.03.02
5722,"""조양미네랄""",2021.12.20,2020.12.20
5723,"""충청콘크리트""",2020.06.30,2019.06.30
5724,"""예린건축""",2020.07.31,2019.07.31
5725,"""송도에이투피에프브이""",2021.10.15,2020.10.15
5726,"""코람코가치부가형리테일제1호위탁관리모부동산투자회사""",2021.10.29,2020.10.29
5727,"""에이알에이글로벌리츠제1호위탁관리부동산투자회사""",2021.04.28,2020.04.28
5728,"""대광산업""",2021.09.30,2020.09.30
5729,"""에이치앤에이치코리아""",2022.06.29,2021.06.29
5730,"""스타비전카린""",2019.01.31,2018.01.31
5731,"""닥터슬라이드""",2020.12.22,2019.12.22
5732,"""데니앤씨씨컴퍼니""",2021.05.31,2020.05.31
5733,"""대한엠알오""",2021.12.08,2020.12.08
5734,"""맥킨리에스엔티""",2020.12.21,2019.12.21
5735,"""알리앙스슈트""",2022.06.30,2021.06.30
5736,"""수성포장""",2019.11.29,2018.11.29
5737,"""프리모""",2019.06.30,2018.06.30
5738,"""영주테크""",2021.01.31,2020.01.31
5739,"""한주""",2020.02.10,2019.02.10
5740,"""진용""",2020.06.11,2019.06.11
5741,"""무궁한강압구정점""",2020.11.04,2019.11.04
5742,"""안센코리아""",2020.11.02,2019.11.02
5743,"""케이피엘팜""",2021.12.31,2020.12.31
5744,"""버전알""",2020.04.03,2019.04.03
5745,"""더컴퍼니그룹""",2022.06.30,2021.06.30
5746,"""에스제이유앤아이""",2020.01.31,2019.01.31
5747,"""히든트랙""",2022.01.14,2021.01.14
5748,"""모아프린텍""",2021.03.31,2020.03.31
5749,"""에이에스에이피테크""",2021.07.30,2020.07.30
5750,"""한국놀이교육협회""",2022.05.01,2021.05.01
5751,"""한세테크""",2020.08.06,2019.08.06
5752,"""한국기업금융대부""",2022.02.18,2021.02.18
5753,"""건호물산""",2021.12.08,2020.12.08
5754,"""케이피내츄럴""",2019.10.01,2018.10.01
5755,"""더가락""",2021.04.19,2020.04.19
5756,"""에스앤제이""",2021.06.30,2020.06.30
5757,"""운석""",2020.04.28,2019.04.28
5758,"""프레드앤코""",2021.12.31,2020.12.31
5759,"""양주옥정4차주택위탁관리부동산투자회사""",2021.04.28,2020.04.28
5760,"""원에스앤티""",2020.09.04,2019.09.04
5761,"""원탑건설""",2021.11.30,2020.11.30
5762,"""이레산업""",2021.09.15,2020.09.15
5763,"""스퀴즈펍""",2022.06.29,2021.06.29
5764,"""코나""",2021.08.31,2020.08.31
5765,"""스타트잇""",2022.05.23,2021.05.23
5766,"""현진건설산업""",2020.06.05,2019.06.05
5767,"""더청남""",2021.06.07,2020.06.07
5768,"""온유로지스""",2022.01.31,2021.01.31
5769,"""캣글루""",2021.06.30,2020.06.30
5770,"""엔터핀""",2022.05.31,2021.05.31
5771,"""약암홍염천관광호텔""",2021.08.31,2020.08.31
5772,"""샘쿡""",2022.06.14,2021.06.14
5773,"""에스제이특수강""",2020.08.11,2019.08.11
5774,"""렌트플러스""",2019.12.31,2018.12.31
5775,"""두성코프레이션""",2022.06.30,2021.06.30
5776,"""코리아텍""",2020.12.21,2019.12.21
5777,"""청미""",2021.09.30,2020.09.30
5778,"""청미""",2020.10.13,2019.10.13
5779,"""토탈테크놀러지""",2021.10.25,2020.10.25
5780,"""윤석""",2021.09.07,2020.09.07
5781,"""에이블이노베이션""",2020.07.27,2019.07.27
5782,"""쎄니트해운대지점""",2020.06.26,2019.06.26
5783,"""소마시스템김해지점""",2021.04.19,2020.04.19
5784,"""세븐플로어""",2021.07.10,2020.07.10
5785,"""어싱플러스""",2020.08.31,2019.08.31
5786,"""더식스데이""",2021.12.29,2020.12.29
5787,"""금형알테크""",2021.10.20,2020.10.20
5788,"""태광""",2021.02.28,2020.02.28
5789,"""에이에스에스케이알원""",2020.06.30,2019.06.30
5790,"""다원미트""",2020.09.30,2019.09.30
5791,"""스티모""",2020.03.31,2019.03.31
5792,"""빅프라임투어""",2021.11.30,2020.11.30
5793,"""세기네오텍""",2021.12.31,2020.12.31
5794,"""따스한""",2021.09.30,2020.09.30
5795,"""제이에이치푸드""",2021.06.30,2020.06.30
5796,"""엘앤씨글로벌""",2020.12.31,2019.12.31
5797,"""대산지에스""",2020.06.11,2019.06.11
5798,"""데일리펀딩대부""",2021.11.15,2020.11.15
5799,"""한경희""",2021.12.31,2020.12.31
5800,"""세진디에스""",2022.06.30,2021.06.30
5801,"""대성푸드""",2019.12.03,2018.12.03
5802,"""루나유엑스""",2021.03.24,2020.03.24
5803,"""엔에스코리아앤이탑""",2021.12.31,2020.12.31
5804,"""송연건업""",2020.12.10,2019.12.10
5805,"""비앤아이""",2021.03.31,2020.03.31
5806,"""성한철강""",2021.12.31,2020.12.31
5807,"""거상종합""",2021.02.26,2020.02.26
5808,"""대박사""",2019.05.27,2018.05.27
5809,"""마인드크립션""",2019.06.30,2018.06.30
5810,"""에이지리테일""",2022.03.18,2021.03.18
5811,"""215맨션""",2021.12.31,2020.12.31
5812,"""에스엘엘게임즈""",2019.12.31,2018.12.31
5813,"""태윤유통""",2020.05.06,2019.05.06
5814,"""에스엘피""",2021.03.31,2020.03.31
5815,"""명보산업""",2022.06.30,2021.06.30
5816,"""선테크""",2021.02.25,2020.02.25
5817,"""세명에프에이""",2020.08.21,2019.08.21
5818,"""하이첸""",2021.11.24,2020.11.24
5819,"""한성자동차""",2022.05.16,2021.05.16
5820,"""호산""",2021.03.08,2020.03.08
5821,"""협화전기공업(주)안성지점""",2019.06.01,2018.06.01
5822,"""원탱크터미널""",2022.05.18,2021.05.18
5823,"""오비탈""",2020.12.31,2019.12.31
5824,"""율미트""",2021.07.09,2020.07.09
5825,"""삼육오푸드""",2021.03.22,2020.03.22
5826,"""보성이엔지""",2020.07.16,2019.07.16
5827,"""마커스코리아""",2020.07.25,2019.07.25
5828,"""진명테크""",2022.05.27,2021.05.27
5829,"""라티오""",2020.04.06,2019.04.06
5830,"""솔라브리지대부""",2022.07.26,2021.07.26
5831,"""기품한우""",2021.11.02,2020.11.02
5832,"""베스틴마인드""",2021.09.10,2020.09.10
5833,"""성진건설산업""",2022.04.13,2021.04.13
5834,"""재미코리아""",2021.03.31,2020.03.31
5835,"""후픽""",2022.03.02,2021.03.02
5836,"""광성알텍""",2020.11.26,2019.11.26
5837,"""승연테크""",2019.12.31,2018.12.31
5838,"""럭스코리아""",2020.12.31,2019.12.31
5839,"""새마음""",2022.04.15,2021.04.15
5840,"""티아이에프""",2022.05.05,2021.05.05
5841,"""블루문캐피탈쇼셜대부""",2021.06.30,2020.06.30
5842,"""해성푸드""",2021.03.15,2020.03.15
5843,"""미래로유통""",2019.12.31,2018.12.31
5844,"""티지이앤이""",2021.12.31,2020.12.31
5845,"""앨리스퀘어""",2020.07.16,2019.07.16
5846,"""로쉬스타필드코엑스몰지점""",2020.06.01,2019.06.01
5847,"""비투파트너스""",2020.09.15,2019.09.15
5848,"""코디""",2020.10.12,2019.10.12
5849,"""유신""",2022.06.02,2021.06.02
5850,"""길목""",2021.01.22,2020.01.22
5851,"""슝마오투어""",2019.05.21,2018.05.21
5852,"""세우""",2020.08.31,2019.08.31
5853,"""에스씨피기술""",2022.03.29,2021.03.29
5854,"""배스트""",2020.06.17,2019.06.17
5855,"""평안""",2022.03.31,2021.03.31
5856,"""대륜코브라더스피에프브이""",2021.06.30,2020.06.30
5857,"""거창푸드""",2022.02.08,2021.02.08
5858,"""케이비죽전알앤디센터위탁관리부동산투자회사""",2020.03.30,2019.03.30
5859,"""테라피웍스""",2020.09.30,2019.09.30
5860,"""와이케이헤센""",2021.08.26,2020.08.26
5861,"""에스엠산업안전""",2021.12.31,2020.12.31
